title,authors,year,keywords,document_type,source,source_file,doi,journal,document_type_enhanced,repository
SEIPS-based process modeling in primary care,Abigail R. Wooldridge and Pascale Carayon and Ann Schoofs Hundt and Peter L.T. Hoonakker,2017,"Sociotechnical systems, Process mapping, Primary care",Article,ScienceDirect,lexical-DI-article-2-ScienceDirect_citations_1778991249302.bib,https://doi.org/10.1016/j.apergo.2016.11.010,Applied Ergonomics,Article,
Multicriteria Decision Making Service for an Intelligent Control of Individuals Flow in Restricted Area,Thamer Louati and Fouzia Ounnar and Patrick Pujo and Christophe Pistoresi,2012,"Multicriteria decision aid, AHP, Isoarchic architecture, Holonic paradigm, GIPSIS model",Article,ScienceDirect,lexical-DI-article-2-ScienceDirect_citations_1778991249302.bib,https://doi.org/10.3182/20120523-3-RO-2023.00235,IFAC Proceedings Volumes,Article,
Intelligence and Grand Strategy,Thomas Fingar,2012,,Article,ScienceDirect,lexical-DI-article-2-ScienceDirect_citations_1778991249302.bib,https://doi.org/10.1016/j.orbis.2011.10.006,Orbis,Article,
Digital twin-driven joint predictive and optimization scheduling method for parcel sorting systems,Yanbo Qu and Ning Zhao and Haojue Zhang,2026,"Digital twin, Sorting system, Joint Scheduling",Article,ScienceDirect,lexical-DI-article-2-ScienceDirect_citations_1778991249302.bib,https://doi.org/10.1016/j.dte.2026.100092,Digital Engineering,Article,
Group Decision Support and Social Software Techniques for PLM Decision Making,Robert Pasley and Bart MacCarthy,2013,"Social software, PLM, knowledge management, concurrent engineering, group decision support systems, GDSS, product lifecycle management",Article,ScienceDirect,lexical-DI-article-2-ScienceDirect_citations_1778991249302.bib,https://doi.org/10.3182/20130619-3-RU-3018.00451,IFAC Proceedings Volumes,Article,
Digital twins-based remote semi-physical commissioning of flow-type smart manufacturing systems,Jiewu Leng and Man Zhou and Yuxuan Xiao and Hu Zhang and Qiang Liu and Weiming Shen and Qianyi Su and Longzhang Li,2021,"COVID-19 pandemic, Digital twins, Manufacturing system commissioning, Smart manufacturing, Remote semi-physical commissioning",Article,ScienceDirect,lexical-DI-article-2-ScienceDirect_citations_1778991249302.bib,https://doi.org/10.1016/j.jclepro.2021.127278,Journal of Cleaner Production,Article,
FastPTM: Fast weights loading of pre-trained models for parallel inference service provisioning,Fenglong Cai and Dong Yuan and Zhe Yang and Yonghui Xu and Wei He and Wei Guo and Lizhen Cui,2024,"Parallel inference, Pre-trained models, Service provisioning",Article,ScienceDirect,lexical-DI-article-2-ScienceDirect_citations_1778991249302.bib,https://doi.org/10.1016/j.parco.2024.103114,Parallel Computing,Article,
An analysis of renewable energy resources and options for the energy transition in Chile,Andrea M. Oyarzún-Aravena and Jiying Chen and George Brownbridge and Jethro Akroyd and Markus Kraft,2025,"Energy transition, Sustainability, Renewable energy, Green hydrogen, Chile, 2D/3D visualisation",Article,ScienceDirect,lexical-DI-article-2-ScienceDirect_citations_1778991249302.bib,https://doi.org/10.1016/j.apenergy.2024.125107,Applied Energy,Article,
Using Focused Laboratory Management and Quality Improvement Projects to Enhance Resident Training and Foster Scholarship,Matthew D. Krasowski and Bradley A. Ford and J. Stacey Klutts and Chris S. Jensen and Angela S. Briggs and Robert A. Robinson and Leslie A. Bruch and Nitin J. Karandikar,2017,"clinical laboratory information systems, data mining, graduate medical education, leadership, management, medical informatics, pathology education, quality improvement",Article,ScienceDirect,lexical-DI-article-2-ScienceDirect_citations_1778991249302.bib,https://doi.org/10.1177/2374289517722152,Academic Pathology,Article,
"Fairness, equity, and equality in humanitarian logistics: a systematic review analysis",Michel N.Y. Dik and Chris K.Y. Lo and Kee-hung Lai,2026,"Humanitarian operations, Human ethics, Citation network, Systematic literature review",Article,ScienceDirect,lexical-DI-article-2-ScienceDirect_citations_1778991249302.bib,https://doi.org/10.1016/j.tre.2026.104927,Transportation Research Part E: Logistics and Transportation Review,Article,
Driving innovation through organizational restructuring and integration of advanced digital technologies: a case study of a world-leading manufacturing company,Sari Nour and Anna Arbussà,2024,"Advanced digital technologies, Dynamic capabilities, Innovation management, Customer orientation, Operational efficiency, Organizational restructuring",Article,ScienceDirect,lexical-DI-article-2-ScienceDirect_citations_1778991249302.bib,https://doi.org/10.1108/EJIM-02-2024-0156,European Journal of Innovation Management,Article,
Integrated privacy decision in BPMN clinical care pathways models using DMN,Intidhar Essefi and Hanene Boussi Rahmouni and Mohamed Fethi Ladeb,2022,"BPMN, care pathways, Digital transformation, DMN, GDPR, HIPAA, protection methods, security labels, sensitive data",Article,ScienceDirect,lexical-DI-article-2-ScienceDirect_citations_1778991249302.bib,https://doi.org/10.1016/j.procs.2021.12.043,Procedia Computer Science,Article,
Adaptive malware detection using sequential feature selection: A dueling double deep Q-Network framework for intelligent classification,Naseem Khan and Aref Al-Tamimi and Amine Bermak and Issa Khalil,2026,"Malware classification, Machine learning, Reinforcement learning, Sequential feature selection, Dueling double deep Q-Network",Article,ScienceDirect,lexical-DI-article-2-ScienceDirect_citations_1778991249302.bib,https://doi.org/10.1016/j.jisa.2026.104407,Journal of Information Security and Applications,Article,
Artificial intelligence dimensions and design features for the knowledge-based work of the future: a socio-technical perspective,Jungwoo Lee and Jaehyun Park and Noha A. Mostafa,2026,"Artificial intelligence, Automation, Knowledge-based work, Design features, Socio-technical perspective",Article,ScienceDirect,lexical-DI-article-2-ScienceDirect_citations_1778991249302.bib,https://doi.org/10.1016/j.dsm.2025.05.002,Data Science and Management,Article,
A novel AI-driven framework of collaborative intelligent operation and maintenance in cloud-edge computing power networks,Hongyan Dui and Jiafeng Wang and Shuying Wang and Wanyun Xia,2026,"Computing power networks, Operation and maintenance, Reliability, AI",Article,ScienceDirect,lexical-DI-article-2-ScienceDirect_citations_1778991249302.bib,https://doi.org/10.1016/j.ress.2025.111963,Reliability Engineering & System Safety,Article,
Multi-agent reinforcement learning with causal communication for ride-sourcing pricing in mixed autonomy mobility,Ningke Xie and Yong Chen and Wei Tang and Xiqun (Michael) Chen,2025,"Ride-sourcing pricing, Mixed autonomy, Multi-agent reinforcement learning, Multi-agent communication, Autonomous vehicle",Article,ScienceDirect,lexical-DI-article-2-ScienceDirect_citations_1778991249302.bib,https://doi.org/10.1016/j.trc.2025.105164,Transportation Research Part C: Emerging Technologies,Article,
"Emerging WEFE technologies in engineering education: Integration of optimization, explainable AI, digital twins, and virtual reality",Ali Shehadeh and Odey Alshboul and Musab Abuaddous and Hamsa F. Nimer and Mwaffaq Otoom,2026,"Innovative technologies, WEFE nexus, Engineering education, Digital twins, Explainable AI (XAI), Virtual reality (VR)",Article,ScienceDirect,lexical-DI-article-2-ScienceDirect_citations_1778991249302.bib,https://doi.org/10.1016/j.array.2026.100756,Array,Article,
A decision support tool for intelligent manufacturing systems via an elevator kinematic optimisation based method,Pongchanun Luangpaiboon and Pasura Aungkulanon and Roberto Montemanni,2022,"Compromise multi response surface optimisation, Taguchi method, Elevator kinematic optimisation, Resistance welding",Article,ScienceDirect,lexical-DI-article-2-ScienceDirect_citations_1778991249302.bib,https://doi.org/10.1016/j.eswa.2022.117576,Expert Systems with Applications,Article,
A multivariate approach for multi-step demand forecasting in assembly industries: Empirical evidence from an automotive supply chain,João N.C. Gonçalves and Paulo Cortez and M. Sameiro Carvalho and Nuno M. Frazão,2021,"Forecasting, Supply chain management, Decision support, Machine learning, ARIMAX",Article,ScienceDirect,lexical-DI-article-2-ScienceDirect_citations_1778991249302.bib,https://doi.org/10.1016/j.dss.2020.113452,Decision Support Systems,Article,
A validation scheme for intelligent and effective multiple criteria decision-making,Jei-Zheng Wu and Pei-Jen Tiao,2018,"Piecewise linear prospect (PLP) theory method, Analytic hierarchy process (AHP), Technique for order preference by similarity to ideal solution (TOPSIS), VlseKriterijumska Optimizacija I Kompromisno Resenje (VIKOR), elimination et choix traduisant la realité (ELECTRE)",Article,ScienceDirect,lexical-DI-article-2-ScienceDirect_citations_1778991249302.bib,https://doi.org/10.1016/j.asoc.2017.04.054,Applied Soft Computing,Article,
A social discovery mechanism for endorsing investors in equity crowdfunding,Yung-Ming Li and Chin-Yu Hsieh and Wei-Zhe Zeng,2024,"Venture capital, Startups fundraising, Equity crowdfunding, Social recommendation, Social endorsing",Article,ScienceDirect,lexical-DI-article-2-ScienceDirect_citations_1778991249302.bib,https://doi.org/10.1016/j.dss.2023.114049,Decision Support Systems,Article,
A comparative weighting analysis using AHP and CRITIC for recycled pavement material selection: A case study from Istanbul,Merve AKBAS and Firat Dogu AKIN,2025,"Multi-criteria decision-making, Criteria weighting, Sustainable infrastructure, AHP, CRITIC method",Article,ScienceDirect,lexical-DI-article-2-ScienceDirect_citations_1778991249302.bib,https://doi.org/10.1016/j.rineng.2025.106837,Results in Engineering,Article,
"Exploring the relationship between organizational agility, competitive intelligence and foresight as parts of an anticipatory system",Christophe Bisson and Jonathan Calof and Nabila Boukef,2025,"Competitive intelligence, Foresight, Anticipatory system, Organizational agility",Article,ScienceDirect,lexical-DI-article-2-ScienceDirect_citations_1778991249302.bib,https://doi.org/10.1016/j.techfore.2025.124112,Technological Forecasting and Social Change,Article,
Reflections on the Canadian Government in competitive intelligence – programs and impacts,Jonathan Calof,2017,"Competitive intelligence, Foresight, Economic development, Economic intelligence, Government intelligence, Program review",Article,ScienceDirect,lexical-DI-article-2-ScienceDirect_citations_1778991249302.bib,https://doi.org/10.1108/FS-08-2016-0038,Foresight,Article,
Active learning efficiently converges on rational limits of toxicity prediction and identifies patterns for molecule design,Ahsan {Habib Polash,2020,"In vivo toxicity, Active learning, Quantitative structure–property prediction, Toxicity cliff, Regulatory science",Article,ScienceDirect,lexical-DI-article-2-ScienceDirect_citations_1778991249302.bib,https://doi.org/10.1016/j.comtox.2020.100129,Computational Toxicology,Article,
Conditional visibility aware view synthesis via parallel light fields,Yu Shen and Yuke Li and Yuhang Liu and Yutong Wang and Long Chen and Fei-Yue Wang,2024,"Parallel theory, Light fields, Neural rendering, View synthesis, Conditional visibility, Normalizing Flow",Article,ScienceDirect,lexical-DI-article-2-ScienceDirect_citations_1778991249302.bib,https://doi.org/10.1016/j.neucom.2024.127644,Neurocomputing,Article,
Complex analyses on clinical information systems using restricted natural language querying to resolve time-event dependencies,Leila Safari and Jon D. Patrick,2018,"Data analytics, Time-event dependency, Scientific experiment",Article,ScienceDirect,lexical-DI-article-2-ScienceDirect_citations_1778991249302.bib,https://doi.org/10.1016/j.jbi.2018.04.004,Journal of Biomedical Informatics,Article,
TCDformer-based momentum transfer model for long-term sports prediction,Hui Liu and Xiyuan Huang and Jiacheng Gu and Junjie Shi and Ning He and Tongtong Feng,2025,"Long-term prediction, Momentum encoding, Sports prediction, TCDformer",Article,ScienceDirect,lexical-DI-article-2-ScienceDirect_citations_1778991249302.bib,https://doi.org/10.1016/j.eswa.2025.128310,Expert Systems with Applications,Article,
Responsible scaling in regional agricultural innovation systems: A network-based analytical framework,Min Duan and Li Chen and Yufan Sun and Tao Tan and Shuyi Feng,2026,"Agricultural innovation systems, Regional innovation policy, Agricultural innovation diffusion, Multi-layer network, Decision-making model",Article,ScienceDirect,lexical-DI-article-2-ScienceDirect_citations_1778991249302.bib,https://doi.org/10.1016/j.agsy.2025.104518,Agricultural Systems,Article,
Access-based business model innovation in frontier markets: Case study of shared mobility in Timor-Leste,David Wiprächtiger and Gopalakrishnan Narayanamurthy and Roger Moser and Tuhin Sengupta,2019,"Frontier markets, Contextual intelligence, Business model innovation, Access-based services, Shared-mobility, Timor-Leste",Article,ScienceDirect,lexical-DI-article-2-ScienceDirect_citations_1778991249302.bib,https://doi.org/10.1016/j.techfore.2019.02.004,Technological Forecasting and Social Change,Article,
Maximal product-based intuitionistic fuzzy line graphs for healthcare predictive analysis,A. Meenakshi and J. Shivangi Mishra and Leo Mršić and Antonios Kalampakas and Sovan Samanta and Tofigh Allahviranloo,2026,"Intuitionistic fuzzy graphs, Intuitionistic fuzzy line graphs, Maximal product, Adjacency matrices, Correlation and regression coefficients",Article,ScienceDirect,lexical-DI-article-2-ScienceDirect_citations_1778991249302.bib,https://doi.org/10.1016/j.asej.2025.103939,Ain Shams Engineering Journal,Article,
